ENSG	gene_name	median_expr_all_tissues	max_expr_all_tissues	num_tissues_at_least_5_TPM
ENSG00000242199.1	RP11-71H17.1	0.0	0.38949	0
ENSG00000082781.11	ITGB5	42.0903	424.317	54
ENSG00000244286.1	ITGB5-AS1	0.060343499999999994	0.47935	0
ENSG00000280042.1	RP11-71H17.8	0.1631125	0.845067	0
ENSG00000243986.2	ENO1P3	0.0	0.0877123	0
ENSG00000173702.7	MUC13	0.0745314	145.667	3
ENSG00000173706.12	HEG1	14.781649999999999	88.3725	51
ENSG00000252642.1	RNA5SP137	0.0	0.0	0
ENSG00000221955.10	SLC12A8	1.343095	39.629	5
ENSG00000199327.1	RNU6-230P	0.0	0.0	0
ENSG00000264986.1	MIR5092	0.0	0.0	0
ENSG00000163848.19	ZNF148	7.72141	16.3706	40
ENSG00000229048.5	DUTP1	0.09397420000000001	1.06121	0
ENSG00000243508.1	RP11-775J23.2	0.0	0.0617481	0
ENSG00000252953.1	RNU6-232P	0.0	0.0	0
ENSG00000114520.10	SNX4	21.4287	67.5083	55
ENSG00000144909.7	OSBPL11	10.1557	42.8974	50
ENSG00000243072.1	GS1-388B5.2	0.0	0.0	0
ENSG00000242001.1	GS1-388B5.1	0.0	3.8396	0
ENSG00000234458.4	OR7E130P	0.0	0.11166	0
ENSG00000243429.1	OR7E29P	0.09435785	5.48034	2
ENSG00000228963.3	OR7E93P	0.0	0.150866	0
ENSG00000239978.1	OR7E53P	0.0	0.105251	0
ENSG00000179170.11	OR7E97P	0.0	0.0	0
ENSG00000239432.1	GS1-388B5.8	0.0	0.0	0
ENSG00000272840.1	RP11-379B18.6	0.0	0.474212	0
ENSG00000239804.1	RP11-379B18.1	0.5763365	5.05135	2
ENSG00000221737.1	MIR548I1	0.0	0.353725	0
ENSG00000242229.1	RPS3AP14	0.08516175000000001	0.763054	0
ENSG00000241346.1	SNRPCP11	0.0	0.514196	0
ENSG00000241288.7	RP11-379B18.5	1.132355	5.59063	2
ENSG00000241278.1	ENPP7P4	0.5926210000000001	4.7559	0
ENSG00000248787.1	RP11-666A20.4	0.6064905	7.6376	2
ENSG00000171084.15	FAM86JP	1.122065	10.341	2
ENSG00000189366.9	ALG1L	1.6670449999999999	6.17563	4
ENSG00000241439.1	RP11-666A20.3	0.0	2.14165	0
ENSG00000114547.9	ROPN1B	0.2120865	124.845	2
ENSG00000114544.16	SLC41A3	28.4738	82.5557	55
ENSG00000248607.1	RP11-158I23.1	0.0	14.7089	2
ENSG00000250012.1	RP11-124N2.1	0.6425345	2.05378	0
ENSG00000144908.13	ALDH1L1	14.8811	85.9368	41
ENSG00000250218.1	ALDH1L1-AS1	0.23797000000000001	1.30643	0
ENSG00000272020.1	RNU1-30P	0.0	3.39546	0
ENSG00000246022.2	ALDH1L1-AS2	1.24554	5.44495	3
ENSG00000250934.1	RP11-71E19.1	1.29756	7.67926	2
ENSG00000251448.1	RP11-71E19.2	0.11876149999999999	1.58023	0
ENSG00000163884.3	KLF15	18.6757	108.23	54
ENSG00000249833.5	CCDC37-AS1	0.0	137.945	2
ENSG00000163885.11	CFAP100	0.07868625	40.477	3
ENSG00000279328.1	RP11-203H19.2	0.3033815	9.41356	2
ENSG00000070476.14	ZXDC	15.70335	31.2931	54
ENSG00000159650.8	UROC1	0.048929249999999994	75.5752	2
ENSG00000180767.9	CHST13	0.213347	43.798	4
ENSG00000180697.8	C3orf22	0.0145402	54.9232	2
ENSG00000201968.1	RNA5SP138	0.0	0.0	0
ENSG00000283374.1	TXNRD3NB	0.0	0.0	0
ENSG00000197763.14	TXNRD3	4.71317	29.983	26
ENSG00000248557.1	RP11-390G14.1	0.6673020000000001	3.47647	0
ENSG00000198284.9	NUP210P1	0.0	9.80166	2
ENSG00000248850.1	RP11-605F14.2	0.0	0.116054	0
ENSG00000159685.10	CHCHD6	8.000755	43.8846	45
ENSG00000249558.1	RCC2P4	0.0	0.0194187	0
ENSG00000280053.1	RP11-61K12.2	0.0714639	1.34983	0
ENSG00000114554.11	PLXNA1	20.100749999999998	56.1251	53
ENSG00000214324.5	C3orf56	0.0	1.80382	0
ENSG00000243016.1	RP11-305F5.2	0.0	0.157204	0
ENSG00000201288.1	RNU6-1047P	0.0	0.0	0
ENSG00000239620.1	RP11-88I21.1	0.0	14.3518	2
ENSG00000244215.1	LINC02016	0.0	1.43917	0
ENSG00000239921.3	LINC01471	0.0	17.0566	2
ENSG00000240562.1	RP11-59J16.2	0.0	2.17684	0
ENSG00000282975.1	LINC02034	0.0	7.13287	2
ENSG00000282860.1	RP11-153F10.2	0.498885	1.51362	0
ENSG00000163870.14	TPRA1	25.0477	51.1724	56
ENSG00000275067.1	MIR6825	0.0	0.0	0
ENSG00000276083.1	MIR7976	0.0	0.0	0
ENSG00000073111.13	MCM2	4.18879	137.4	25
ENSG00000114631.10	PODXL2	8.309635	178.442	43
ENSG00000114626.17	ABTB1	50.94845	324.188	56
ENSG00000074416.13	MGLL	32.86755	104.83	52
ENSG00000187715.13	KBTBD12	1.10004	14.8737	3
ENSG00000201210.1	RNA5SP139	0.0	0.179493	0
ENSG00000058262.9	SEC61A1	115.426	395.91	56
ENSG00000175792.11	RUVBL1	15.4561	60.4443	56
ENSG00000222627.1	RNU2-37P	0.0	0.0	0
ENSG00000239608.1	RUVBL1-AS1	0.0	0.520687	0
ENSG00000212344.1	RNU6-823P	0.0	0.0	0
ENSG00000132394.10	EEFSEC	19.447200000000002	50.0323	56
ENSG00000179407.3	DNAJB8	0.0	94.7663	2
ENSG00000242049.1	DNAJB8-AS1	0.0	15.5026	2
ENSG00000179348.11	GATA2	6.877924999999999	86.0895	37
ENSG00000244300.2	GATA2-AS1	0.92958	14.4861	9
ENSG00000239405.1	TMED10P2	0.21746300000000002	6.0096	4
ENSG00000198685.3	LINC01565	0.0	0.132869	0
ENSG00000163902.11	RPN1	73.9904	226.15	56
ENSG00000242551.2	POU5F1P6	0.07678055	0.491345	0
ENSG00000075785.12	RAB7A	219.9295	367.541	56
ENSG00000239503.1	MARK2P8	0.118454	0.523214	0
ENSG00000242992.3	FTH1P4	0.4224495	1.18931	0
ENSG00000244232.3	RN7SL698P	0.0	0.0	0
ENSG00000239483.1	RPS15AP16	0.287181	0.730356	0
ENSG00000244065.1	MARK2P17	0.0	7.42224	2
ENSG00000243022.1	MARK3P3	0.0	3.30663	0
ENSG00000242062.1	MARK2P6	0.0	1.74	0
ENSG00000261159.1	RP11-723O4.9	1.525585	15.5011	6
ENSG00000231305.3	RP11-723O4.2	0.843315	18.2463	2
ENSG00000250796.1	RP11-723O4.3	0.1755875	2.68103	0
ENSG00000177646.18	ACAD9	25.5867	77.6701	56
ENSG00000114656.10	KIAA1257	0.290848	29.1937	2
ENSG00000279507.1	RP11-723O4.7	1.12733	3.76261	0
ENSG00000187695.8	RP11-723O4.6	0.4358285	11.4361	2
ENSG00000114654.7	EFCC1	3.12987	23.6714	20
ENSG00000249505.1	RP11-434H6.2	0.0	0.353021	0
ENSG00000169704.4	GP9	0.06325120000000001	21.5349	3
ENSG00000172780.16	RAB43	4.894435	14.5502	27
ENSG00000273174.1	RP11-434H6.6	0.775023	3.89688	0
ENSG00000240682.9	ISY1	17.99165	35.4961	56
ENSG00000273437.1	RP11-434H6.7	8.36308	45.4333	41
ENSG00000169714.16	CNBP	364.568	844.877	56
ENSG00000241673.1	RPS27P12	0.0	0.0	0
ENSG00000181789.14	COPG1	84.55850000000001	263.492	56
ENSG00000278658.1	MIR6826	0.0	0.484918	0
ENSG00000183624.13	HMCES	37.039	69.1686	56
ENSG00000184897.5	H1FX	133.7435	310.755	56
ENSG00000206417.8	H1FX-AS1	3.171215	9.19185	16
ENSG00000248916.1	NUP210P3	0.23168450000000002	1.26539	0
ENSG00000270492.1	RP13-685P2.8	0.0	0.311733	0
ENSG00000270773.1	RP13-685P2.7	0.0923196	0.731737	0
ENSG00000244932.2	RP11-529F4.1	0.8045855	2.13979	0
ENSG00000251474.6	RPL32P3	7.660015	17.883	39
ENSG00000207088.1	SNORA7B	0.327081	2.94384	0
ENSG00000172771.11	EFCAB12	0.9131905	22.3538	5
ENSG00000129071.9	MBD4	27.65635	60.6233	56
ENSG00000163913.11	IFT122	16.4119	156.972	54
ENSG00000163914.4	RHO	0.0369998	0.534938	0
ENSG00000178804.7	H1FOO	0.0	11.6493	2
ENSG00000004399.12	PLXND1	23.091749999999998	106.898	54
ENSG00000239437.3	RN7SL752P	0.0	0.201238	0
ENSG00000248659.1	RP11-263I1.1	0.0	0.0998459	0
ENSG00000172765.16	TMCC1	8.719265	23.0488	50
ENSG00000202412.1	RNY3P13	0.0	0.0	0
ENSG00000203644.3	RP11-332M2.1	8.040915	26.1611	41
ENSG00000271270.5	TMCC1-AS1	0.987771	4.00605	0
ENSG00000250643.1	RP11-93K22.6	0.0	0.13001	0
ENSG00000170893.3	TRH	0.08196475	19.6614	2
ENSG00000248459.1	RP11-93K22.1	0.0	0.615659	0
ENSG00000249869.1	RP11-93K22.7	0.0	0.0	0
ENSG00000180770.3	OR7E129P	0.0	0.113731	0
ENSG00000251178.1	OR7E21P	0.0	0.617235	0
ENSG00000251610.1	RP11-77P16.3	0.0	0.0	0
ENSG00000251287.8	ALG1L2	0.210282	0.921703	0
ENSG00000248243.1	LINC02014	0.07700080000000001	1.38286	0
ENSG00000253540.5	FAM86HP	2.1959999999999997	8.40627	9
ENSG00000249846.6	LINC02021	0.8477600000000001	5.69736	4
ENSG00000248618.1	ENPP7P3	0.0	0.0	0
ENSG00000250580.1	SNRPCP8	0.0	0.0	0
ENSG00000228252.9	COL6A4P2	0.469901	10.8623	2
ENSG00000249253.1	RP11-77P16.1	0.0	0.0	0
ENSG00000172752.14	COL6A5	0.00328704	5.40954	2
ENSG00000206384.10	COL6A6	0.08335105000000001	17.4001	3
ENSG00000196455.7	PIK3R4	13.55445	22.4117	51
ENSG00000222783.1	RN7SKP212	0.0	0.0	0
ENSG00000232829.3	GSTO3P	0.0	0.23793	0
ENSG00000017260.19	ATP2C1	27.20035	58.9007	56
ENSG00000284095.1	RP11-39E3.6	0.05306135	0.456904	0
ENSG00000250592.1	RP11-39E3.3	0.0	2.92931	0
ENSG00000249098.1	RP11-39E3.4	0.0	0.0742757	0
ENSG00000251579.1	RP11-39E3.5	0.0	0.0	0
ENSG00000034533.11	ASTE1	4.3374500000000005	12.6146	23
ENSG00000114670.13	NEK11	3.276475	23.1569	17
ENSG00000250129.5	RP11-265F19.1	0.0	0.556635	0
ENSG00000201550.1	RNU6-726P	0.0	0.0	0
ENSG00000250608.1	RP11-933H2.4	0.312483	3.87927	0
ENSG00000246082.2	NUDT16P1	2.964245	15.735	15
ENSG00000198585.11	NUDT16	25.0654	61.0441	56
ENSG00000261167.1	RP11-517B11.7	1.33601	3.40266	0
ENSG00000114686.8	MRPL3	47.25335	147.078	56
ENSG00000249020.1	SNORA58	0.0	0.196331	0
ENSG00000248468.1	RP11-517B11.4	0.1628895	25.0147	2
ENSG00000248530.1	BCL2L12P1	0.0	0.146632	0
ENSG00000196353.11	CPNE4	0.1652055	26.0536	7
ENSG00000251447.1	RP11-517B11.6	0.0	0.494041	0
ENSG00000265859.1	MIR5704	0.0	0.0	0
ENSG00000240854.1	RP11-64K7.1	0.02287305	0.0800519	0
ENSG00000242899.1	RPL7P16	0.0	22.4217	2
ENSG00000014257.15	ACPP	0.390524	1281.35	9
ENSG00000240890.2	RP11-65E22.2	0.0	0.304108	0
ENSG00000213264.3	NIP7P2	0.0	0.538684	0
ENSG00000138246.15	DNAJC13	15.786000000000001	49.1767	55
ENSG00000240303.7	ACAD11	31.645049999999998	80.0771	55
ENSG00000129048.6	ACKR4	0.934963	10.5019	5
ENSG00000251614.1	HSPA8P19	0.0	0.0714188	0
ENSG00000081307.12	UBA5	24.2967	53.2748	55
ENSG00000113971.19	NPHP3	17.11915	63.5812	49
ENSG00000248724.6	NPHP3-AS1	0.01718565	0.874143	0
ENSG00000249725.1	RP11-469L4.1	0.0	4.91126	0
ENSG00000144868.13	TMEM108	0.7977205	7.27435	7
ENSG00000251011.5	TMEM108-AS1	0.0	0.541018	0
ENSG00000170819.4	BFSP2	0.0	5.74179	2
ENSG00000249820.1	RP11-503I22.2	0.0	0.0	0
ENSG00000249993.1	BFSP2-AS1	0.0	1.17607	0
ENSG00000214301.4	RP11-91K8.4	0.0	1.3737	0
ENSG00000272832.1	RP11-91K8.5	0.3618735	4.46194	0
ENSG00000250983.1	RP11-91K8.2	0.0	0.87338	0
ENSG00000091527.15	CDV3	66.5822	204.284	56
ENSG00000163781.12	TOPBP1	12.24465	55.2132	48
ENSG00000242337.5	TFP1	0.355381	1.58403	0
ENSG00000252641.2	RNU6-678P	0.0	0.431767	0
ENSG00000201394.1	RNA5SP140	0.0	0.0	0
ENSG00000091513.14	TF	3.596655	2040.06	23
ENSG00000244062.1	RP11-404G16.2	0.02601265	15.2369	3
ENSG00000144867.11	SRPRB	26.52815	72.8549	56
ENSG00000154917.10	RAB6B	6.19517	184.156	35
ENSG00000221972.3	C3orf36	0.3139555	7.72881	2
ENSG00000174640.12	SLCO2A1	22.313850000000002	250.993	37
ENSG00000243832.1	LINC02000	0.0	0.248483	0
ENSG00000163785.12	RYK	28.0729	91.3208	55
ENSG00000231845.3	HMGB3P14	0.1939345	1.06496	0
ENSG00000240006.1	LINC02004	0.1407555	0.895298	0
ENSG00000260633.1	RP11-375I20.6	0.5675445	3.71794	0
ENSG00000214289.2	RPL39P5	0.2591585	1.42897	0
ENSG00000114019.14	AMOTL2	23.5976	152.261	54
ENSG00000277723.1	MIR6827	0.0	0.0	0
ENSG00000248377.1	HMGN1P9	0.0	0.188967	0
ENSG00000214288.4	HMGB3P13	0.0	0.0	0
ENSG00000129055.12	ANAPC13	52.54365	103.454	56
ENSG00000182923.16	CEP63	9.48349	29.7467	49
ENSG00000249691.1	RP11-445J14.1	0.0	0.254097	0
ENSG00000154928.16	EPHB1	1.16068	31.6864	12
ENSG00000174611.11	KY	0.750735	8.69444	4
ENSG00000253087.1	RNU6-1174P	0.0	0.0	0
ENSG00000201413.1	RNA5SP141	0.0	0.0	0
ENSG00000240086.5	RP11-657O9.1	0.0	1.63364	0
ENSG00000242222.1	RP11-237P21.1	0.0	0.213507	0
ENSG00000241905.1	NDUFS6P1	0.0	0.0	0
ENSG00000073711.10	PPP2R3A	5.197039999999999	16.6895	30
ENSG00000227267.3	RP11-305O4.2	0.0	0.133495	0
ENSG00000273455.1	RP11-305O4.3	0.2323865	3.19685	0
ENSG00000174579.3	MSL2	14.3086	28.2336	55
ENSG00000241438.1	TDGF1P6	0.08690690000000001	0.32181	0
ENSG00000244740.1	RP11-463H24.1	0.0	0.0965353	0
ENSG00000114054.13	PCCB	8.667595	39.526	54
ENSG00000118007.12	STAG1	11.57695	29.8411	42
ENSG00000200571.1	RNU6-1284P	0.0	0.0	0
ENSG00000244101.1	HMGN1P10	0.0	0.0	0
ENSG00000252914.1	RNU6-789P	0.0	0.0	0
ENSG00000240695.1	RP11-102M11.1	0.22700199999999998	0.636979	0
ENSG00000261758.1	RP11-102M11.2	0.04037695	3.33446	0
ENSG00000242968.1	RP11-731C17.1	0.0	0.0	0
ENSG00000168917.8	SLC35G2	4.6932849999999995	18.0431	26
ENSG00000273486.1	RP11-731C17.2	1.835775	9.39178	3
ENSG00000239213.5	NCK1-AS1	1.8489849999999999	9.40141	2
ENSG00000158092.6	NCK1	18.6405	41.0178	55
ENSG00000214283.4	RAD51AP1P1	0.0	0.023455	0
ENSG00000174564.12	IL20RB	1.1374	255.23	8
ENSG00000249407.1	IL20RB-AS1	0.0	16.5165	3
ENSG00000201325.1	RNA5SP142	0.0	0.0	0
ENSG00000243886.1	RP11-575C1.1	0.0	0.0757254	0
ENSG00000242070.1	NPM1P17	0.0	0.0420075	0
ENSG00000168875.2	SOX14	0.0	0.633706	0
ENSG00000239513.5	LINC01210	0.0	19.7814	2
ENSG00000261146.1	RP11-2A4.4	0.0	1.46578	0
ENSG00000241478.1	HSPA8P9	0.0426015	0.126256	0
ENSG00000066405.12	CLDN18	0.3974675	391.23	3
ENSG00000272609.1	RP11-461M2.2	0.13668049999999998	0.53415	0
ENSG00000158163.14	DZIP1L	4.296785	16.0467	25
ENSG00000240668.1	KRT8P36	0.388345	2.35158	0
ENSG00000118017.3	A4GNT	0.13336399999999998	2.96612	0
ENSG00000138231.12	DBR1	10.895900000000001	19.2272	45
ENSG00000114098.17	ARMC8	14.318449999999999	55.9977	54
ENSG00000181322.13	NME9	0.8000075	5.07792	2
ENSG00000158186.12	MRAS	28.228	114.61	50
ENSG00000158220.13	ESYT3	1.060295	13.2928	9
ENSG00000280399.1	RP11-80P20.3	0.561724	6.96596	4
ENSG00000114107.8	CEP70	7.08807	38.1555	44
ENSG00000158234.12	FAIM	9.401995	20.233	50
ENSG00000174715.7	RP11-79L9.2	0.0633006	0.382657	0
ENSG00000051382.8	PIK3CB	10.0659	28.0085	55
ENSG00000239207.2	GAPDHP39	0.0	0.0487296	0
ENSG00000242321.1	RPL23AP40	0.0	0.0	0
ENSG00000241429.1	EEF1A1P25	0.1253665	0.308794	0
ENSG00000242244.1	ATP5G1P3	0.0	0.922048	0
ENSG00000244578.1	LINC01391	0.0	8.70508	2
ENSG00000183770.5	FOXL2	0.0904538	102.019	7
ENSG00000206262.8	FOXL2NB	0.0540929	132.411	8
ENSG00000206260.3	PRR23A	0.0	3.46221	0
ENSG00000184814.5	PRR23B	0.0	3.18988	0
ENSG00000233701.3	PRR23C	0.0	2.15117	0
ENSG00000251137.1	RPL7L1P7	0.0	0.0	0
ENSG00000232416.3	BPESC1	0.0	0.220217	0
ENSG00000175110.11	MRPS22	17.85625	36.1094	55
ENSG00000281473.1	PISRT1	0.0	0.0	0
ENSG00000272656.1	RP11-219D15.3	1.168565	2.60789	0
ENSG00000184432.9	COPB2	58.2567	216.101	56
ENSG00000248932.5	RP11-319G6.1	0.8694390000000001	10.1325	3
ENSG00000114113.6	RBP2	0.09049375000000001	96.2738	2
ENSG00000248790.1	RP11-319G6.3	0.0	0.541052	0
ENSG00000178631.7	ACTG1P1	0.40490950000000003	2.67032	0
ENSG00000114115.9	RBP1	9.99643	534.331	46
ENSG00000163864.15	NMNAT3	4.391595	21.9054	23
ENSG00000214280.3	RP11-553K23.2	0.335976	2.28637	0
ENSG00000201600.1	RN7SKP124	0.0	0.214639	0
ENSG00000244692.3	RN7SL724P	0.2127775	1.87613	0
ENSG00000261763.1	RP11-442N1.2	0.0	0.0213666	0
ENSG00000250543.1	RP11-442N1.1	0.0	0.0	0
ENSG00000251471.1	RP11-166D18.1	0.0	0.146333	0
ENSG00000250161.1	TRMT112P5	0.0	0.0	0
ENSG00000158258.16	CLSTN2	2.41207	94.8472	18
ENSG00000249290.5	RP11-68L1.2	0.0	1.98987	0
ENSG00000251058.1	RP11-68L1.1	0.0	0.0	0
ENSG00000250433.1	CLSTN2-AS1	0.0	1.51925	0
ENSG00000249305.1	RP11-13L2.1	0.0	0.0	0
ENSG00000155890.3	TRIM42	0.0	42.1402	2
ENSG00000261826.1	RP11-691G17.1	0.0	0.0	0
ENSG00000224085.3	RPL23AP41	0.0	0.0	0
ENSG00000114120.11	SLC25A36	23.3232	53.6097	54
ENSG00000248773.1	RP11-231L11.3	0.5355369999999999	2.04854	0
ENSG00000175093.4	SPSB4	0.2410775	14.8071	4
ENSG00000251270.1	RP11-231L11.1	0.0	0.504264	0
ENSG00000155893.12	PXYLP1	2.13209	8.53305	2
ENSG00000241400.1	RP11-764I5.1	0.0	0.126567	0
ENSG00000249417.1	RP11-438D8.2	0.0	0.712733	0
ENSG00000249540.1	RP11-789L4.1	0.0	0.336274	0
ENSG00000177311.11	ZBTB38	13.0884	48.7229	49
ENSG00000215606.4	KRT18P35	0.0	0.0	0
ENSG00000155903.11	RASA2	11.49735	24.5683	45
ENSG00000250170.1	RASA2-IT1	0.0	0.123387	0
ENSG00000249986.1	YWHAQP6	0.170719	0.602774	0
ENSG00000242104.4	RP11-340E6.1	0.0	1.34556	0
ENSG00000241899.1	TPT1P3	0.0	0.506251	0
ENSG00000241526.1	RP11-144C9.1	0.0	0.0	0
ENSG00000114125.13	RNF7	36.3696	61.743	56
ENSG00000114124.2	GRK7	0.0615821	0.388723	0
ENSG00000228398.3	HMGN2P25	0.0	0.128592	0
ENSG00000069849.10	ATP1B3	86.4433	225.752	56
ENSG00000200389.1	RNU6-509P	0.0	0.0	0
ENSG00000244124.1	ATP1B3-AS1	1.621945	9.21616	10
ENSG00000279147.1	RP11-271K21.12	0.0282195	0.573435	0
ENSG00000114126.17	TFDP2	9.084769999999999	23.4188	47
ENSG00000233597.3	RP11-343B5.1	0.5351735	2.79026	0
ENSG00000206604.1	RNU6-425P	0.0	0.0	0
ENSG00000175066.15	GK5	9.414795	25.8913	38
ENSG00000114127.10	XRN1	10.23425	20.9595	40
ENSG00000251804.1	RNU6-1294P	0.0	0.0	0
ENSG00000202125.1	RNU1-100P	0.0	0.794961	0
ENSG00000175054.14	ATR	6.670375	15.7314	38
ENSG00000244327.1	RP11-383G6.3	0.16209849999999998	0.486536	0
ENSG00000242390.1	RPL6P9	0.0	0.435477	0
ENSG00000252745.1	RNA5SP143	0.0	0.0	0
ENSG00000120756.12	PLS1	0.732516	34.1992	11
ENSG00000239641.1	PLS1-AS1	0.0	2.24977	0
ENSG00000199319.1	RN7SKP25	0.0	0.0	0
ENSG00000144935.14	TRPC1	8.135375	31.5092	41
ENSG00000251787.1	RNU7-47P	0.0	0.0	0
ENSG00000163710.7	PCOLCE2	4.67239	137.475	28
ENSG00000240950.1	RP11-372E1.1	0.606779	1.7379	0
ENSG00000243818.4	RP11-372E1.4	0.0	17.0422	2
ENSG00000188582.8	PAQR9	0.01204005	14.6994	2
ENSG00000241592.1	RP11-372E1.7	0.0	0.4891	0
ENSG00000241570.8	PAQR9-AS1	0.0	1.46413	0
ENSG00000268129.1	RP11-91G21.1	0.129538	1.46755	0
ENSG00000163714.17	U2SURP	28.7262	67.6282	55
ENSG00000243733.1	RP11-80H8.3	0.0	1.96865	0
ENSG00000175040.5	CHST2	10.08196	63.4143	37
ENSG00000241679.2	RP11-80H8.4	0.7219745	4.00761	0
ENSG00000244171.4	PBX2P1	0.210291	2.60957	0
ENSG00000181804.14	SLC9A9	7.696775000000001	24.2778	40
ENSG00000240888.1	RP13-635I23.3	0.0	0.131644	0
ENSG00000240012.1	SLC9A9-AS1	0.0	0.352133	0
ENSG00000244493.1	SLC9A9-AS2	0.0	0.136109	0
ENSG00000243033.2	GAPDHP47	0.0	0.126108	0
ENSG00000243759.1	ST13P15	0.3049055	1.41917	0
ENSG00000248374.1	RP11-501M7.1	0.0	0.289696	0
ENSG00000235110.5	RP11-8J23.1	0.0	0.0861975	0
ENSG00000181744.8	C3orf58	7.58835	22.5836	42
ENSG00000222778.1	RNA5SP144	0.0	0.0	0
ENSG00000280397.1	RP11-42F12.1	0.0	0.0	0
ENSG00000244024.1	LARP7P4	0.0	0.0	0
ENSG00000241695.1	GM2AP1	0.0	0.0	0
ENSG00000239797.1	RPL21P39	0.0946322	0.29398	0
ENSG00000244358.1	RP11-88H10.2	0.0	0.178678	0
ENSG00000240095.1	RP11-88H10.3	0.0	0.300494	0
ENSG00000261051.1	RP11-274H2.5	0.7754085	4.32263	0
ENSG00000243415.2	RP11-274H2.2	0.1174035	0.796775	0
ENSG00000240032.1	LNCSRLR	0.2187735	1.8654	0
ENSG00000152952.11	PLOD2	13.768699999999999	252.146	52
ENSG00000114698.14	PLSCR4	18.7342	127.413	53
ENSG00000243596.1	RP11-758I14.2	0.0	0.0	0
ENSG00000241358.1	RP11-758I14.3	0.0	2.58069	0
ENSG00000163746.11	PLSCR2	0.052951700000000004	15.0966	2
ENSG00000279320.1	RP11-329N15.3	0.7114484999999999	3.26401	0
ENSG00000188313.12	PLSCR1	27.021349999999998	58.6373	51
ENSG00000199812.1	RNU6-428P	0.0	0.0	0
ENSG00000231213.6	PLSCR5	0.0	0.166877	0
ENSG00000241457.1	PLSCR5-AS1	0.0	0.335855	0
ENSG00000243620.1	RP11-649A16.1	0.0	3.33971	0
ENSG00000242671.1	LINC02010	0.0	4.15647	0
ENSG00000207156.1	RNU6-505P	0.0	0.0	0
ENSG00000239412.1	RPL21P71	0.0	0.107677	0
ENSG00000174963.17	ZIC4	0.01971285	164.016	3
ENSG00000152977.9	ZIC1	0.0563673	426.022	11
ENSG00000240804.1	NPM1P28	0.0	0.0601311	0
ENSG00000239661.1	RP11-78O22.1	0.0	0.0	0
ENSG00000239922.1	RP11-71N10.1	0.0	3.81796	0
ENSG00000241131.1	LINC02032	0.0	36.4699	2
ENSG00000241792.1	RP11-501O2.1	0.0	0.502966	0
ENSG00000244650.2	RP11-501O2.3	0.0	1.21132	0
ENSG00000205412.5	HNRNPA1P20	0.0	0.130611	0
ENSG00000243347.1	LINC02045	0.0	2.42484	0
ENSG00000242440.1	LINC02046	0.0	3.48848	0
ENSG00000241993.1	RPL38P1	0.0	0.0	0
ENSG00000144891.17	AGTR1	4.83925	70.2416	27
ENSG00000153002.11	CPB1	0.8750145	16178.0	5
ENSG00000244089.1	HMGB1P30	0.0	0.0772434	0
ENSG00000240521.1	RP11-680B3.2	0.0	81.0619	2
ENSG00000163751.3	CPA3	2.8866300000000003	65.773	27
ENSG00000241627.3	UBQLN4P1	0.16619	0.340578	0
ENSG00000163754.17	GYG1	34.518950000000004	247.686	56
ENSG00000071794.15	HLTF	12.59305	62.8269	54
ENSG00000240511.1	MED28P2	0.0	0.0	0
ENSG00000239718.1	HLTF-AS1	0.0	0.0	0
ENSG00000163755.8	HPS3	10.0571	27.3503	44
ENSG00000047457.13	CP	3.95363	310.73	25
ENSG00000240216.7	CPHL1P	0.019259400000000003	1.31579	0
ENSG00000244468.1	RP11-206M11.7	0.0	1.87114	0
ENSG00000163762.6	TM4SF18	3.36157	28.7912	12
ENSG00000243822.1	RP11-2G17.1	0.0	0.0	0
ENSG00000169908.11	TM4SF1	40.01235	266.006	54
ENSG00000240541.2	TM4SF1-AS1	0.12311899999999999	2.85129	0
ENSG00000243885.1	RP11-278L15.2	0.0	1.09091	0
ENSG00000240246.1	RP11-167H9.1	0.0	0.0	0
ENSG00000241929.1	RP11-278L15.3	0.0	0.089441	0
ENSG00000282502.1	FKBP1AP4	0.0	0.0433084	0
ENSG00000239408.1	RP11-278L15.4	0.0	0.0	0
ENSG00000169903.6	TM4SF4	0.08357565	86.8302	4
ENSG00000244503.1	RP11-278L15.6	0.0	2.22635	0
ENSG00000018408.14	WWTR1	20.2703	94.0472	49
ENSG00000252581.1	RNU6-1098P	0.0	0.708027	0
ENSG00000241985.1	WWTR1-IT1	0.12010799999999999	0.489336	0
ENSG00000241313.2	WWTR1-AS1	0.3672605	2.15342	0
ENSG00000114744.8	COMMD2	13.3665	24.3969	51
ENSG00000206199.10	ANKUB1	0.02205575	1.58552	0
ENSG00000251854.1	RNU6-507P	0.0	0.0	0
ENSG00000082996.19	RNF13	34.95255	147.28	56
ENSG00000252172.1	RNU6-720P	0.0	0.502198	0
ENSG00000239351.1	NPM1P29	0.08749565000000001	1.04525	0
ENSG00000070087.13	PFN2	57.0107	344.661	55
ENSG00000242791.2	RP11-651P23.5	0.16635650000000002	2.30195	0
ENSG00000224831.3	RP11-651P23.4	0.4756285	1.50701	0
ENSG00000182000.9	RP11-651P23.2	0.0	1.08401	0
ENSG00000241947.1	HNRNPA1P24	0.0	0.105668	0
ENSG00000243944.5	RP11-167H9.4	0.0	1.21657	0
ENSG00000240477.1	RP11-63E16.1	0.0	0.354382	0
ENSG00000243321.3	LINC01998	0.0	0.541327	0
ENSG00000241143.1	RPL32P9	0.0	1.12683	0
